ID{NUMERO TESSERA{DATA ISCRIZIONE{NOME{COGNOME{SESSO{DATA DI NASCITA{PROFESSIONE{INDIRIZZO{NUMERO CIVICO{LOCALITA{CAP{PROVINCIA{TELEFONO CASA{CELLULARE{EMAIL{SOSPESO{INTERNET{PRIVACY{TIPO DOCUMENTO{NUMERO DOCUMENTO{NOTE{TUTORE{DECEDUTO{DATA MODIFICA{ID SOG MODIFICA{ID SOSPESO{ID ISCRITTO{DATA SOPSENSIONE{DATA RIAMMISSIONE{MOTIVAZIONE{DATA MODIFICA{ID SOG MODIFICA{ID TUTORE{ID ISCRITTO{TIPO DOCUMENTO{NUMERO DOCUMENTO{NOME{COGNOME{SESSO{INDIRIZZO{NUMERO CIVICO{LOCALITA{CAP{PROVINCIA{TEL CASA{TEL CELL{EMAIL{DATA MODOFICA{ID SOG MODIFICA
1{1{1986-07-11 00:00:00{Renato{Bevilacqua{M{1990-03-29{Studente{Via degli Orti{4{FRASSINO{46100{MN{0376370001{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
12{12{1986-07-21 00:00:00{Annalisa{Spaggiari{F{1980-08-16{Impiegata{Via Roma, 14{{GAZZO BIGARELLO{46030{MN{{3400436921{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
13{13{1990-10-23 00:00:00{Marco{Salvaterra{M{1981-02-13{Studente{Viale dei Caduti, 25{{FRASSINO{46100{MN{0376370009{{{N{Y{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
14{14{1986-07-21 00:00:00{Rosanna{Veneziani{F{1948-02-21{Casalinga{Viale Lombardia, 13{{LUNETTA{46100{MN{0376370010{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
15{15{1980-09-25 00:00:00{Maria{Nosari{F{1974-05-25{Studente{Via Cadore, 15{{LUNETTA{46100{MN{0376370011{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
16{16{2006-09-06 15:44:25{Elena{Nosari{F{2000-07-10{Studente{Via Cadore{15{LUNETTA{46100{MN{0376370012{3332666388{prova@prova.it{N{Y{Y{1{AJ 456903{Mah{Y{N{2017-07-21 15:53:11{2{{{{{{{{1{16{1{3452879{Rosaria{Minelli{F{Via Porto{45{PORTO MANTOVANO{46047{MN{0376403450{3405916999{prova2@prova2.it{2014-03-22 11:37:24{2
17{17{1986-07-26 00:00:00{Alessia{Rigamonti{F{1938-02-12{Casalinga{Piazzale Umbria, 6{{LUNETTA{46100{MN{0376370013{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
18{18{1980-09-23 00:00:00{Erika{Baldassarre{F{1974-12-09{Studente{Via Cadore, 18{{LUNETTA{46100{MN{{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
19{19{1986-07-20 14:59:04{Massimo{Monti{M{1975-05-05{Studente{Via Mazzini{27{SAN GIORGIO{46030{MN{0376370014{{{N{N{N{{{{N{N{2017-07-21 15:53:11{2{{{{{{{{{{{{{{{{{{{{{{{{
20{20{1986-07-30 00:00:00{Lucia{Maroni{F{1978-11-24{Studente{Via Don Lino Tirabassi, 7{{FORMIGOSA{46100{MN{0376370015{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
21{21{1986-08-01 00:00:00{Laura{Bonolis{F{1945-02-04{Casalinga{Viale Lombardia, 67{{LUNETTA{46100{MN{0376370016{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
22{22{1986-08-02 00:00:00{Grazia{Laurenti{F{1971-01-04{Studente{Via Canneti, 20{{LUNETTA{46100{MN{0376370017{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
23{23{1986-08-02 00:00:00{Cinzia{Totti{F{1976-08-08{Studente{Via Canneti, 14{{LUNETTA{46100{MN{0376370018{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
24{24{2008-08-15 00:00:00{Tiziana{Bossi{F{2002-01-13{Studente{Via Canneti{14{LUNETTA{46100{MN{0376370019{{{N{N{N{0{{{Y{N{2017-07-21 15:53:11{2{{{{{{{{2{24{2{4564536436{Rino{Gaetano{M{Via Pomponazzo{45{MANTOVA{46100{MN{{{{2014-03-22 11:39:58{2
25{25{1986-08-02 00:00:00{Roberto{Fini{M{1981-07-08{Studente{Piazzale Umbria, 6{{LUNETTA{46100{MN{0376370020{{{Y{N{N{{{{N{N{2017-07-21 15:53:11{0{1{25{2014-03-22{{Non ha consegnato un libro da molto tempo. Il libro è &quot;Vita e miracoli&quot; di Giorgio Sabelli{2014-03-22 11:45:54{2{{{{{{{{{{{{{{{{{
26{26{1986-08-21 00:00:00{Nicola{Berlusconi{M{1950-07-25{Operaio{Piazzale Umbria, 6{{LUNETTA{46100{MN{0376370021{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
27{27{1981-01-22 00:00:00{Ivano{Conti{M{1969-12-28{Studente{Via Togliatti, 46{{SAN GIORGIO{46030{MN{0376370022{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
28{28{1999-03-02 00:00:00{Claudia{Daniele{F{1980-09-19{Commessa{Viale Lombardia, 17/B{{LUNETTA{46100{MN{0376370023{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
29{29{1990-10-19 00:00:00{Elena{Gelsomino{F{1960-09-05{Casalinga{Viale Marche, 14{{LUNETTA{46100{MN{0376370024{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
30{30{1980-09-04 00:00:00{Marzia{Rosa{F{1970-07-15{Studente{Viale Veneto, 5/F{{LUNETTA{46100{MN{0376370025{{{N{Y{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
31{31{1981-01-22 00:00:00{Stefano{Olio{M{1967-10-22{Dipendente Ospedaliero{Piazzale Trentino, 1{{LUNETTA{46100{MN{0376370026{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
32{32{1981-01-22 00:00:00{Alessio{Pittura{M{1970-10-14{Studente{Viale Veneto, 9{{LUNETTA{46100{MN{0376370027{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
33{33{1986-08-26 00:00:00{Pina{Rossi{F{1967-08-06{Disoccupata{Strada Virgiliana, 7/A{{VIRGILIANA{46100{MN{0376370028{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
34{34{1986-08-26 00:00:00{Lara{Bianchi{F{1956-05-02{Casalinga{Via Juvara, 32{{LUNETTA{46100{MN{0376370029{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
35{35{1986-08-26 00:00:00{Vincenzo{Verdi{M{1955-01-12{Impiegato{Via Cairoli, 36{{MANTOVA{46100{MN{0376370030{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
36{36{1981-01-22 00:00:00{Fabiana{Barilla{F{1974-01-01{Studente{Piazzale Umbria, 16{{LUNETTA{46100{MN{0376370031{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
37{37{1981-01-22 00:00:00{Silvia{De Cecco{F{1971-06-28{Studente{Viale Lombardia, 35{{LUNETTA{46100{MN{{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
38{38{1986-08-28 00:00:00{Cinzia{Oliva{F{1960-08-03{Dipendente ospedale psichiatrico{Viale Abruzzi, 5{{LUNETTA{46100{MN{0376370032{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
39{39{1981-01-22 00:00:00{Giorgia{Montanari{F{1970-01-12{Studente{Viale Emilia, 8{{LUNETTA{46100{MN{0376370033{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
40{40{1981-01-22 00:00:00{Francesca{Carta{F{1968-07-29{Inserviente{Piazzale Friuli, 7{{LUNETTA{46100{MN{0376370034{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
41{41{1986-08-28 00:00:00{Ketty{Marrone{F{1980-05-09{Studente{Via della pace, 15{{STRADELLA{46030{MN{{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
42{42{1980-09-25 00:00:00{Luca{Pentola{M{1968-01-24{Studente{Piazzale Friuli, 7{{LUNETTA{46100{MN{0376370035{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
43{43{1986-08-28 00:00:00{Manuela{Rizzi{F{1981-11-09{Studente{Via Paolo Pozzo, 1{{LUNETTA{46100{MN{0376370036{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
44{44{1986-08-28 00:00:00{Emanuela{Santoro{F{1968-11-02{Cameriera{Via Juvara, 3{{LUNETTA{46100{MN{0376370037{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
45{45{1986-08-29 00:00:00{Dina{Ferrara{F{1973-10-04{Studente{Viale Marche, 1{{LUNETTA{46100{MN{{{{Y{N{N{{{{N{N{2017-07-21 15:53:11{2{6{45{2017-07-19{2017-07-19{Comportamento scorrettissimo{2017-07-19 14:55:43{2{{{{{{{{{{{{{{{{{
45{45{1986-08-29 00:00:00{Dina{Ferrara{F{1973-10-04{Studente{Viale Marche, 1{{LUNETTA{46100{MN{{{{Y{N{N{{{{N{N{2017-07-21 15:53:11{2{5{45{2017-07-19{2017-07-19{Comportamento scorretto{2017-07-19 14:55:43{2{{{{{{{{{{{{{{{{{
45{45{1986-08-29 00:00:00{Dina{Ferrara{F{1973-10-04{Studente{Viale Marche, 1{{LUNETTA{46100{MN{{{{Y{N{N{{{{N{N{2017-07-21 15:53:11{2{7{45{2017-07-19{2017-07-19{Non è chiaro{2017-07-19 14:55:43{2{{{{{{{{{{{{{{{{{
45{45{1986-08-29 00:00:00{Dina{Ferrara{F{1973-10-04{Studente{Viale Marche, 1{{LUNETTA{46100{MN{{{{Y{N{N{{{{N{N{2017-07-21 15:53:11{2{8{45{2017-07-19{{Bohhhhhhh{2017-07-19 16:55:49{2{{{{{{{{{{{{{{{{{
46{46{1981-01-22 00:00:00{Veronica{Rinaldi{F{1966-04-01{Operaia{Piazzale Puglie, 3/E{{LUNETTA{46100{MN{0376370038{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
47{47{1980-08-22 00:00:00{Daniela{Martini{F{1967-11-04{Studente{Viale Lombardia, 5{{LUNETTA{46100{MN{0376370039{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
48{48{1990-10-25 00:00:00{Rita{Mantovani{F{1944-11-19{Infermiera{Via Bassano da Mantova, 1{{FRASSINO{46100{MN{0376370040{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
49{49{1981-01-22 00:00:00{Giuseppina{Vitale{F{1972-02-09{Studente{Viale Lombardia, 10{{LUNETTA{46100{MN{0376370041{{{N{Y{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
50{50{1981-01-22 00:00:00{Pamela{Vitali{F{1971-11-09{Studente{Viale Lombardia, 18{{LUNETTA{46100{MN{0376370042{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
51{51{1985-08-27 00:00:00{Milena{Parodi{F{1959-05-26{Bibliotecaria{Viale Monte Grappa, 21{{CURTATONE{46010{MN{0376370043{{milena_parodi@tortadimele.it{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
52{52{1980-09-25 00:00:00{Anna{Guidi{F{1971-02-07{Studente{Via Cadore, 15{{LUNETTA{46100{MN{0376370044{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
53{53{1980-09-30 00:00:00{Primo{Sartori{M{1973-03-10{Studente{Via Cadore, 16{{LUNETTA{46100{MN{0376370045{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
54{54{1980-08-21 00:00:00{Alessandro{Palmieri{M{1967-06-14{Studente{Viale Lombardia, 61{{LUNETTA{46100{MN{0376370046{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
55{55{1988-06-27 00:00:00{Rita{Artuso{F{1973-08-03{Studente{Via Juvara, 22{{LUNETTA{46100{MN{0376370047{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
56{56{1981-01-22 00:00:00{Nicola{Andreoli{M{1961-10-25{Studente{Via del Vivaio, 12{{FRASSINO{46100{MN{0376370048{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
57{57{1981-01-22 00:00:00{Maria{Valenti{F{1963-03-21{Studente{Via Caduti, 19{{LUNETTA{46100{MN{0376370049{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
58{58{1985-08-28 00:00:00{Sabrina{Catalano{F{1966-06-21{Commerciante{Via Goito, 8{{MANTOVA{46100{MN{0376370050{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
59{59{1981-01-22 00:00:00{Vincenzo{Pinna{M{1967-03-03{Studente{Viale Lombardia, 23{{LUNETTA{46100{MN{0376370051{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
60{60{1990-10-25 00:00:00{Monica{Di stefano{F{1969-08-22{Studente{Viale Veneto, 11{{LUNETTA{46100{MN{0376370052{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
61{61{1980-08-21 00:00:00{Francesca{De rossi{F{1971-12-25{Studente{Via Cadore, 24{{LUNETTA{46100{MN{0376370053{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
62{62{1985-08-28 00:00:00{Stefania{Spinella{F{1973-08-24{Studente{Viale Lombardia, 10{{LUNETTA{46100{MN{0376370054{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
63{63{1985-08-28 00:00:00{Federico{Baldi{M{2003-07-31{Studente{Via degli Orti, 18{{FRASSINO{46100{MN{0376370055{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
64{64{1981-01-22 00:00:00{Mina{Molinari{F{1969-08-18{Studente{Viale Lombardia, 32{{LUNETTA{46100{MN{0376370056{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
65{65{1981-01-22 00:00:00{Rosario{Alessi{M{1967-09-08{Studente{Viale dei Caduti, 18{{FRASSINO{46100{MN{0376370057{{{N{Y{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
66{67{1986-08-29 00:00:00{Sandro{Mauro{M{1976-02-22{Studente{Viale Marche{1{LUNETTA{46100{MN{{{{N{N{N{0{{{N{N{2017-07-21 15:53:11{2{{{{{{{{{{{{{{{{{{{{{{{{
67{68{1986-08-29 00:00:00{Simona{Meloni{F{1966-08-09{Studente{Via Bazza, 17{{GAZZO BIGARELLO{46030{MN{0376370058{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
68{69{1986-08-30 00:00:00{Tiziano{Vinci{M{1980-10-10{Studente{Piazzale Umbria, 9{{LUNETTA{46100{MN{0376370059{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
69{70{1986-09-03 00:00:00{Simone{Marchese{M{1979-01-17{Studente{Piazzale Umbria, 6{{LUNETTA{46100{MN{0376370060{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
70{71{1981-01-22 00:00:00{Thomas{Salerno{M{1971-01-24{Studente{Viale Lombardia, 59{{LUNETTA{46100{MN{0376370061{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
71{72{1981-01-22 00:00:00{Sabrina{Paolini{F{1953-11-08{Impiegata{Via Ungaretti, 7{{GAZZO BIGARELLO{46030{MN{0376370062{3207151786{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
72{73{1981-01-22 00:00:00{Katia{Leonardi{F{1972-03-15{Studente{Via Cadore, 9{{LUNETTA{46100{MN{{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
73{74{1981-01-22 00:00:00{Rosanna{Massa{F{1965-07-10{Studente{Viale Lombardia, 21{{LUNETTA{46100{MN{0376370063{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
74{75{1996-10-25 00:00:00{Marzia{Guerra{F{1984-07-06{Studente{Strada Virgiliana, 17{{VIRGILIANA{46100{MN{0376370064{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
75{76{1980-09-16 00:00:00{Valeria{Perrone{F{1971-10-29{Studente{Piazzale Umbria, 15{{LUNETTA{46100{MN{0376370065{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
76{77{1981-01-22 00:00:00{Mirko{Pellegrini{M{2006-12-08{Studente{Viale Lombardia, 8{{LUNETTA{46100{MN{0376370066{{{N{Y{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
77{78{1980-09-18 00:00:00{Annalisa{Bini{F{1973-12-10{Studente{Piazzale Friuli, 6{{LUNETTA{46100{MN{0376370067{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
78{79{1980-10-07 00:00:00{Massimo{Ventura{M{1969-05-07{Studente{Via Juvara, 50{{LUNETTA{46100{MN{0376370068{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
79{80{1981-01-22 00:00:00{Isabella{Battaglia{F{1965-06-15{Educatrice{Via Cattaneo, 7{{BORGO PANIGALE{46100{BO{0376370069{3371205614{isabella_battaglia@libero.it{N{Y{Y{{{referente Massimo Boldi (padre){N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
80{81{1981-01-22 00:00:00{Antonietta{Caputo{F{1972-01-09{Studente{Via Cadore, 15{{LUNETTA{46100{MN{0376370070{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
81{82{1981-01-22 00:00:00{Pablo{Valente{M{1965-08-27{Studente{Via Juvara, 50{{LUNETTA{46100{MN{0376370071{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
82{83{1980-09-09 00:00:00{Arcangelo{Volpe{M{1973-08-14{Studente{Via Cadore, 6{{LUNETTA{46100{MN{0376370072{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
83{84{1980-09-06 00:00:00{Osvaldo{Landi{M{1971-06-03{Studente{Via Cadore, 6{{LUNETTA{46100{MN{0376370073{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
84{85{1981-01-22 00:00:00{Enrico{Milano{M{1967-07-25{Studente{Via Canneti, 3{{LUNETTA{46100{MN{0376370074{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
85{86{1980-06-27 00:00:00{Tamara{Moro{F{1947-12-31{Casalinga{Via Juvara, 22{{LUNETTA{46100{MN{0376370075{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
86{87{1981-01-22 00:00:00{Angela{Stella{F{1965-06-05{Studente{Strada Cipata, 40{{LUNETTA{46100{MN{0376370076{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
87{88{1985-08-29 00:00:00{Claudio{Pozzi{M{1999-03-22{Studente{Viale dei Caduti, 17{{FRASSINO{46100{MN{0376370077{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
88{89{1981-01-22 00:00:00{Anna{Mari{F{1968-04-15{Impiegato{Via Juvara, 26{{LUNETTA{46100{MN{0376370078{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
89{90{1986-09-05 00:00:00{Sebastiano{Gentile{M{1945-06-26{Sottufficiale esercito{Viale Lombardia, 59{{LUNETTA{46100{MN{0376370079{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
90{91{1986-09-05 00:00:00{Cristian{Viola{M{1981-09-23{Studente{Viale Lombardia, 59{{LUNETTA{46100{MN{0376370080{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
91{92{1981-01-22 00:00:00{Davide{Marchi{M{1971-01-09{Studente{Via Paolo Pozzo, 10{{LUNETTA{46100{MN{0376370081{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
92{93{1980-08-21 00:00:00{Massimiliano{Rossetti{M{1967-05-30{Studente{Via Cadore, 6{{LUNETTA{46100{MN{0376370082{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
93{94{1986-09-06 00:00:00{Stefano{Messina{M{1972-08-18{Studente{Strada Lunetta, 3{{LUNETTA{46100{MN{0376370083{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
94{95{1986-09-09 00:00:00{Serena{Bellini{F{1974-07-29{Studente{Piazzale Umbria, 16{{LUNETTA{46100{MN{0376370084{{{N{N{Y{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
95{96{1986-09-10 00:00:00{Silvia{Grasso{F{1973-11-23{Studente{Via Verona, 19{{CITTADELLA{46100{MN{{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
96{97{1981-01-22 00:00:00{Sara{Rizzi{F{1971-11-04{Studente{Viale Veneto, 9{{LUNETTA{46100{MN{0376370085{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
97{98{1981-01-22 00:00:00{Giovanni{Morelli{M{1970-08-07{Studente{Viale Veneto, 9{{LUNETTA{46100{MN{{{{N{N{N{{{{N{N{2017-07-21 15:53:11{0{{{{{{{{{{{{{{{{{{{{{{{{
